City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,altay,47.8667,88.1167,-7.49,39,100,3.84,CN,1680403612
364,road town,18.4167,-64.6167,25.05,73,40,4.12,VG,1680403613
365,bandarbeyla,9.4942,50.8122,26.8,71,94,1.72,SO,1680403613
366,binzhou,37.3667,118.0167,22.13,27,33,5.12,CN,1680403613
367,kununurra,-15.7667,128.7333,34.99,46,40,2.06,AU,1680403385
368,quelimane,-17.8786,36.8883,22.64,91,100,2.11,MZ,1680403614
369,viedma,-40.8135,-62.9967,17.55,33,93,3.95,AR,1680403614
370,kyren,51.6828,102.1408,-10.02,53,93,0.57,RU,1680403614
371,orsk,51.2049,58.5668,-3.5,93,0,3.0,RU,1680403615
372,mpanda,-6.3655,31.0409,17.52,99,89,0.46,TZ,1680403615
373,henties bay,-22.116,14.2845,15.06,93,6,0.95,NA,1680403615
374,joshimath,30.5667,79.5667,11.23,60,72,1.14,IN,1680403615
375,porbandar,21.6422,69.6093,24.94,67,31,2.44,IN,1680403616
376,moose factory,51.2585,-80.6094,-18.01,78,0,0.51,CA,1680403616
377,prachin buri,14.0833,101.6667,32.11,100,39,4.37,TH,1680403616
378,rio gallegos,-51.6226,-69.2181,8.03,61,0,5.14,AR,1680403552
379,taywarah,33.35,64.4167,6.18,61,1,2.49,AF,1680403616
380,iskateley,67.6803,53.1512,-12.95,93,34,4.59,RU,1680403617
381,clarence town,-32.5833,151.7833,23.12,74,35,3.03,AU,1680403617
382,villa maria,-32.4075,-63.2402,16.13,45,59,4.02,AR,1680403617
383,georgetown,5.4112,100.3354,29.96,79,20,2.57,MY,1680403618
384,nguruka,-5.1092,31.0419,16.38,97,67,0.51,TZ,1680403618
385,sinnamary,5.3833,-52.95,24.73,85,20,4.4,GF,1680403618
386,mushie,-3.0167,16.9,21.92,94,100,1.27,CD,1680403618
387,elat,29.5581,34.9482,16.91,48,0,3.09,IL,1680403619
388,asahi,35.7167,140.65,17.21,65,100,7.81,JP,1680403619
389,tahoua,14.8888,5.2692,23.74,11,90,4.8,NE,1680403619
390,mill valley,37.906,-122.545,13.82,81,52,4.02,US,1680403619
391,kemin,42.7846,75.6892,10.86,29,1,2.14,KG,1680403620
392,ust-maya,60.4167,134.5333,-11.37,76,100,3.63,RU,1680403620
393,krasnoshchekovo,51.6708,82.7289,-5.26,44,0,7.99,RU,1680403620
394,pontarlier,46.8333,6.25,2.52,98,100,1.66,FR,1680403621
395,cayenne,4.9333,-52.3333,26.02,83,75,1.54,GF,1680403621
396,sampit,-2.5333,112.95,30.03,63,100,1.82,ID,1680403621
397,vicuna,-30.0319,-70.7081,11.85,54,0,0.29,CL,1680403619
398,placido de castro,-10.3353,-67.1856,22.28,96,100,0.62,BR,1680403622
399,pacific grove,36.6177,-121.9166,14.69,79,0,3.6,US,1680403622
400,trelew,-43.249,-65.3051,18.15,29,0,5.14,AR,1680403623
401,tripoli,32.8752,13.1875,17.4,78,52,6.19,LY,1680403505
402,haapiti,-17.5667,-149.8667,31.85,75,11,4.74,PF,1680403623
403,morki,56.4303,48.9947,3.35,85,100,1.97,RU,1680403624
404,areosa,41.7178,-8.8571,8.33,79,11,4.4,PT,1680403624
405,maningrida,-12.0667,134.2667,31.67,54,8,2.69,AU,1680403624
406,fortuna,40.5982,-124.1573,9.99,81,98,0.89,US,1680403624
407,brae,60.3964,-1.353,4.58,83,5,4.53,GB,1680403625
408,tantoyuca,21.35,-98.2333,24.28,83,96,3.37,MX,1680403625
409,gillette,44.2911,-105.5022,7.51,50,0,10.8,US,1680403397
410,tilichiki,60.4667,166.1,-2.07,97,91,1.13,RU,1680403626
411,morden,49.1919,-98.1014,-1.76,69,17,6.17,CA,1680403626
412,koumac,-20.5667,164.2833,28.34,63,15,2.83,NC,1680403627
413,igarka,67.4667,86.5833,-0.95,98,100,9.42,RU,1680403627
414,vardo,70.3705,31.1107,-5.01,93,99,11.32,NO,1680403627
415,shubarkuduk,49.1447,56.4872,5.79,38,11,8.99,KZ,1680403628
416,kavieng,-2.5744,150.7967,27.93,74,94,1.5,PG,1680403628
417,ercis,39.0287,43.3586,-5.03,80,12,1.63,TR,1680403628
418,los llanos de aridane,28.6585,-17.9182,15.86,82,0,6.17,ES,1680403629
419,leningradskiy,69.3833,178.4167,-16.98,89,100,13.33,RU,1680403581
420,asau,46.4333,26.4,8.51,88,100,2.08,RO,1680403630
421,fortuna foothills,32.6578,-114.4119,25.05,21,0,4.12,US,1680403630
422,ereymentau,51.6199,73.1033,-1.89,34,4,6.11,KZ,1680403630
423,okha,53.5739,142.9478,5.01,77,10,3.89,RU,1680403631
424,araouane,18.9048,-3.5265,23.94,7,3,4.6,ML,1680403631
425,kodinsk,58.6881,99.1844,-6.53,63,11,1.92,RU,1680403631
426,kavaratti,10.5669,72.642,27.22,69,20,3.49,IN,1680403631
427,micheweni,-4.9667,39.8333,27.31,80,61,3.78,TZ,1680403420
428,takoradi,4.8845,-1.7554,26.48,84,51,2.38,GH,1680403632
429,tateyama,34.9833,139.8667,15.27,67,100,7.38,JP,1680403633
430,north platte,41.1239,-100.7654,12.84,37,0,3.6,US,1680403633
431,port huron,42.9709,-82.4249,1.23,70,100,10.29,US,1680403634
432,formiga,-20.4644,-45.4264,18.51,88,90,1.4,BR,1680403381
433,rio grande,-32.035,-52.0986,18.6,65,6,3.77,BR,1680403634
434,coihaique,-45.5752,-72.0662,8.34,81,75,0.0,CL,1680403388
435,skibbereen,51.55,-9.2667,4.61,85,31,2.59,IE,1680403438
436,barcelos,41.5388,-8.6151,11.58,85,9,2.64,PT,1680403635
437,westport,41.1415,-73.3579,11.87,86,100,2.57,US,1680403521
438,fort-shevchenko,44.5086,50.263,6.9,80,100,6.63,KZ,1680403636
439,ust-tsilma,65.441,52.1498,-7.52,97,100,1.54,RU,1680403636
440,tecoanapa,16.5167,-98.75,26.93,72,6,1.49,MX,1680403636
441,teeli,51.0333,90.2333,-13.19,49,82,0.85,RU,1680403637
442,fairbanks,64.8378,-147.7164,-1.33,52,75,4.12,US,1680403532
443,smithers,54.7804,-127.1743,3.18,44,40,3.09,CA,1680403637
444,baishishan,43.5833,127.5667,19.68,20,43,1.75,CN,1680403638
445,nelson bay,-32.7167,152.15,22.78,72,22,2.24,AU,1680403638
446,goiatuba,-18.0125,-49.3547,20.12,89,100,1.19,BR,1680403548
447,kloulklubed,7.0419,134.2556,27.28,71,89,1.61,PW,1680403417
448,forestville,38.8451,-76.875,11.14,56,40,9.77,US,1680403639
449,maniitsoq,65.4167,-52.9,-8.8,60,100,3.98,GL,1680403639
450,prince rupert,54.3161,-130.3201,4.05,87,100,8.75,CA,1680403457
451,sapa,5.1544,120.3241,25.6,87,100,2.44,PH,1680403640
452,rimouski,48.4488,-68.524,0.1,99,100,3.96,CA,1680403447
453,cap malheureux,-19.9842,57.6142,24.15,79,27,0.45,MU,1680403641
454,conceicao da barra,-18.5933,-39.7322,24.62,85,100,2.06,BR,1680403641
455,markova,48.6758,24.4138,6.86,92,100,0.76,UA,1680403642
456,celestun,20.8667,-90.4,26.53,74,8,6.86,MX,1680403642
457,boden,65.8252,21.6886,-9.0,92,8,2.61,SE,1680403643
458,viransehir,37.2353,39.7631,3.73,72,65,2.3,TR,1680403602
459,concepcion,-36.827,-73.0498,16.89,82,0,3.09,CL,1680403485
460,tautira,-17.7333,-149.15,28.31,73,3,4.34,PF,1680403643
461,muroto,33.2833,134.15,18.01,58,100,9.86,JP,1680403644
462,casper,42.8666,-106.3131,7.07,51,20,9.26,US,1680403644
463,srivardhan,18.0333,73.0167,25.99,64,6,3.3,IN,1680403645
464,ghanzi,-21.5667,21.7833,20.02,61,14,4.28,BW,1680403645
465,arshan,46.2732,44.22,4.21,69,100,2.0,RU,1680403645
466,kihei,20.785,-156.4656,27.01,73,40,7.72,US,1680403587
467,namibe,-15.1961,12.1522,24.01,81,98,2.13,AO,1680403646
468,rapid valley,44.0625,-103.1463,7.3,62,0,4.12,US,1680403647
469,prainha,-1.8,-53.48,22.41,98,72,1.33,BR,1680403647
470,tupik,54.4253,119.9327,-7.85,69,99,5.68,RU,1680403647
471,tevaitoa,-16.7833,-151.5,28.23,70,2,3.47,PF,1680403648
472,pangnirtung,66.1451,-65.7125,-18.28,74,97,3.74,CA,1680403648
473,disna,55.568,28.1971,1.16,97,100,6.18,BY,1680403649
474,faya,18.3851,42.4509,14.29,88,29,1.86,SA,1680403649
475,sretensk,52.2453,117.7093,-2.71,67,100,5.79,RU,1680403649
476,kovdor,67.5662,30.4758,-15.32,99,86,1.94,RU,1680403650
477,sechura,-5.5569,-80.8222,27.99,70,100,4.28,PE,1680403650
478,pingliang,35.5392,106.6861,4.77,80,100,7.69,CN,1680403650
479,itarema,-2.9248,-39.9167,24.39,88,90,2.07,BR,1680403651
480,lahij,13.1667,44.5833,24.92,85,38,1.23,YE,1680403651
481,sterling,39.0062,-77.4286,10.37,55,40,11.32,US,1680403651
482,mountain home,43.133,-115.6912,4.68,77,100,2.06,US,1680403400
483,vila do maio,15.1333,-23.2167,27.44,75,0,4.86,CV,1680403652
484,sobolevo,54.4299,31.8996,6.44,95,100,6.03,RU,1680403652
485,veraval,20.9,70.3667,25.04,69,6,3.43,IN,1680403652
486,cockburn town,21.4612,-71.1419,25.31,72,0,9.07,TC,1680403653
487,la maddalena,41.2142,9.4083,13.03,77,72,11.54,IT,1680403653
488,svetlogorsk,52.6333,29.7333,5.72,97,99,2.19,BY,1680403371
489,ialibu,-6.2821,143.9935,18.33,82,70,1.75,PG,1680403654
490,wucheng,29.6008,118.175,23.59,52,0,1.77,CN,1680403654
491,sao jose da coroa grande,-8.8978,-35.1478,25.36,86,100,1.42,BR,1680403654
492,beringovskiy,63.05,179.3167,-8.56,62,0,8.25,RU,1680403654
493,peniche,39.3558,-9.3811,13.49,89,49,7.5,PT,1680403655
494,mindelo,16.8901,-24.9804,25.75,36,0,6.17,CV,1680403655
495,semirom,31.4167,51.5667,-0.08,73,2,2.43,IR,1680403655
496,popondetta,-8.7537,148.2534,26.95,76,98,1.82,PG,1680403656
497,oudtshoorn,-33.5907,22.2014,17.15,49,0,0.87,ZA,1680403656
498,chumikan,54.7183,135.315,1.39,91,98,1.97,RU,1680403656
499,chara,56.9064,118.2631,-12.34,70,80,1.85,RU,1680403657
500,goure,13.9835,10.2704,21.18,13,34,3.73,NE,1680403657
501,kungurtug,50.5994,97.5228,-12.15,71,100,1.85,RU,1680403494
502,kitimat,54.0524,-128.6534,3.21,66,55,1.15,CA,1680403657
503,am timan,11.0297,20.2827,25.62,15,21,3.68,TD,1680403658
504,benguela,-12.5763,13.4055,24.5,82,59,1.95,AO,1680403658
505,abu dhabi,24.4667,54.3667,23.86,65,20,5.14,AE,1680403567
506,pimentel,-6.8367,-79.9342,27.16,83,100,4.12,PE,1680403658
507,peno,56.9262,32.7426,0.55,99,100,2.41,RU,1680403659
508,gizo,-8.103,156.8419,28.44,71,85,1.28,SB,1680403659
509,huarmey,-10.0681,-78.1522,25.24,84,100,3.17,PE,1680403659
510,homer,59.6425,-151.5483,5.94,28,0,4.63,US,1680403518
511,dunyapur,29.7995,71.7196,21.1,66,6,4.89,PK,1680403660
512,krasnoselkup,65.7,82.4667,-0.02,98,100,11.68,RU,1680403660
513,punta alta,-38.8759,-62.0736,20.04,44,88,6.42,AR,1680403480
514,daura,11.5538,11.4085,22.42,13,44,4.24,NG,1680403660
515,waw,7.7029,27.9953,25.13,39,86,1.05,SS,1680403661
516,deep river,46.1001,-77.4995,-8.64,84,69,6.06,CA,1680403661
517,lucea,18.451,-78.1736,23.25,79,5,1.89,JM,1680403661
518,nantucket,41.2835,-70.0995,11.08,98,100,5.66,US,1680403629
519,marawi,7.9986,124.2928,25.24,79,84,1.78,PH,1680403662
520,nizwa,22.9333,57.5333,24.41,44,57,0.57,OM,1680403662
521,buala,-8.145,159.5921,28.55,74,100,0.58,SB,1680403662
522,rocha,-34.4833,-54.3333,11.72,88,55,1.22,UY,1680403663
523,bentiu,9.2333,29.8333,25.11,14,100,2.28,SS,1680403663
524,ambon,-3.6954,128.1814,30.08,74,40,1.54,ID,1680403663
525,amapa,1.0,-52.0,21.03,99,66,0.94,BR,1680403664
526,xuddur,4.1213,43.8894,24.67,76,51,4.51,SO,1680403664
527,haines junction,60.7522,-137.5108,-2.03,46,100,5.66,CA,1680403664
528,dali,25.7,100.1833,15.87,58,79,3.93,CN,1680403439
529,falmouth,50.1544,-5.0711,8.5,87,75,2.57,GB,1680403629
530,qingdao,36.0986,120.3719,18.78,22,0,5.0,CN,1680403665
531,dong hoi,17.4833,106.6,28.91,71,1,2.87,VN,1680403665
532,kattivakkam,13.2167,80.3167,29.48,85,68,6.03,IN,1680403666
533,dunmore town,25.5,-76.65,24.41,80,3,5.11,BS,1680403666
534,karratha,-20.7377,116.8463,30.94,51,33,2.37,AU,1680403666
535,mapiripan,2.8892,-72.1256,22.65,96,90,1.82,CO,1680403666
536,goksun,38.021,36.4973,3.0,92,91,2.3,TR,1680403666
537,natal,-5.795,-35.2094,25.12,88,20,2.06,BR,1680403400
538,bonfim,3.0833,-59.95,26.31,63,100,4.94,BR,1680403667
539,guanica,17.9716,-66.908,24.47,63,0,3.21,PR,1680403667
540,key largo,25.0865,-80.4473,25.55,77,4,1.82,US,1680403559
541,renqiu,38.6989,116.0936,20.6,34,100,4.05,CN,1680403668
542,avera,33.194,-82.5271,20.03,41,56,6.69,US,1680403668
543,eureka,40.8021,-124.1637,10.14,85,95,0.89,US,1680403518
544,riverton,40.5219,-111.9391,12.73,43,100,1.46,US,1680403668
545,vereeniging,-26.6731,27.9261,14.82,62,21,2.22,ZA,1680403668
